,session,method,gender,emotion,n_annotators,agreement,path,transcript,duration
360,1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M038.wav," You're not going like this.
",2.0674375
361,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M039.wav," You're not.
",1.4949375
362,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M040.wav," Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.
",16.0
363,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F000.wav," Yes.  There's a big envelope it says, you're in. I know.
",6.6399375
364,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F002.wav," I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.
",12.0399375
365,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F003.wav," Oh- I know, I know, I know, I know.
",2.3799375
366,1,impro,F,exc,4,2,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F004.wav," I don't know.  I spend so much time commuting as it is, I'd rather.
",5.3274375
367,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F005.wav," I know. We should throw a party.
",2.93
368,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F009.wav," Yeah.  I'm not sure.
",2.2775
369,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F010.wav," Umm...P.h.D. [LAUGHTER]
",3.8
370,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F012.wav," So I get to mold young minds. Mrs.?  That's my mother.
",5.8799375
371,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F013.wav," I would be like- Oh. Right, right, right.
",7.2
372,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F016.wav," I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.
",9.05
373,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M000.wav," Did you get the letter?
",1.81
374,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M001.wav," Yeah. That is so awesome.
",4.4275
375,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M002.wav," Oh my God. What are you going to do? [LAUGHTER]
",5.17
376,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M003.wav," Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly.
",7.3799375
377,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M004.wav," Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?
",7.8949375
378,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M005.wav," This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.
",5.8274375
379,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M006.wav," A rapper party ho. Yeah. Okay.
",5.7024375
380,1,impro,F,exc,4,4,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M007.wav," I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.
",9.1199375
381,1,impro,F,exc,4,2,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M008.wav," Yeah.  Big time.
",2.6125
382,1,impro,F,exc,4,2,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M009.wav," Mmhmm. Mmhmm. Yay. So what major?  What are you doing?
",6.3075
383,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M012.wav," Is this a Masters or a P.h.D.?  Or can you...? Nice
",4.4449375
384,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M013.wav," That's good.  Don't you have to like teach a class, too, when you do that?
",3.0625
385,1,impro,F,exc,4,2,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M014.wav," Teacher. Mrs. Nash, I have a question.
",5.0799375
386,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M015.wav," You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.
",10.5525
387,1,impro,F,exc,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M017.wav," Yay...School's fun.
",3.570625
388,1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M018.wav," Of course, right.  That's where the real money is, being a student.
",4.7824375
389,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F000.wav," That's the wind.
",2.3363125
390,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F002.wav," I think it's ridiculous.
",2.98
391,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F003.wav," It's a PR.
",2.4799375
392,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F005.wav," They're all told the same thing.
",2.2399375
393,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F006.wav," Everybody is believes that it keeps them excited, you know it keeps them coming back for more.
",6.43675
394,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F007.wav," Everybody keeps thinking that they can just find the right spot, you know they'll get it on the action.
",5.28
395,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F008.wav," Their life will start then.
",3.0885
396,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F009.wav," I'm sorry it still just fish to me.
",3.7699375
397,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F010.wav," Why do you ask me that?  God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.
",7.3474375
398,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F011.wav," I just, we just have different ideas of what this evening is supposed to look like.
",4.9399375
399,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F012.wav," Oh. Grow up Augie, the fish are not going to come.
",4.8774375
400,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F013.wav," Because they never do.  Do they, have they ever?
",4.5299375
401,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F014.wav," Twice is every year we've tried that's ever.
",3.25
402,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F015.wav," No we won't.  It's pointless it's like a waiting up to see Santa Claus.
",4.66
403,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F016.wav," I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.
",11.4875
404,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F017.wav," You don't understand anything I'm saying.
",3.1969375
405,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F019.wav," Do you remember the first year we came here? It's about four years ago right after we got married.
",8.8399375
406,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F022.wav," And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.
",9.80825
407,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F024.wav," I'd rather not remember some things.  I'd rather not hope for some things.
",6.6654375
408,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F025.wav," No.
",2.170625
409,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F026.wav," No.
",1.911125
410,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F028.wav," No.
",1.8799375
411,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F029.wav," No.
",1.4699375
412,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F030.wav," I want something to turn out the way that it's supposed to.
",3.5825
413,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F031.wav," This what?  What is this?  This isn't even anything.
",5.1478125
414,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F032.wav," Oh, sure this is standing on the beach, this is waiting, fighting.
",7.0575
415,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F033.wav," This isn't anything like I thought anything would be.
",4.6396875
416,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F034.wav," This is just this.  I mean it includes a lot and everything but it's--do you understand what I'm saying?
",11.6
417,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F035.wav," I know that Augie, I really do.
",5.7025625
418,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F036.wav," I just can't help wishing that I was somebody, somewhere else.
",8.2925
419,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F037.wav," I didn't say that.
",2.0
420,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F040.wav," You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.
",10.619
421,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F046.wav," Augie, I'm sorry.
",2.8819375
422,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F047.wav," Or not.
",3.3765625
423,1,script,M,exc,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M001.wav," ...to this spot for this massive celebration of like sex and death...
",8.30475
424,1,script,M,exc,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M002.wav," Look at this, my hairs are standing up my arm. I'm giving myself goose bumps.
",5.26125
425,1,script,M,exc,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M003.wav," Well, so?  What do you think?
",4.23
426,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M006.wav," It's not just me, okay?  Look at like all the people.
",3.099
427,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M008.wav," Can I ask you a question?  Are you on your period?
",5.09
428,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M010.wav," Is not supposed to like anything.  We come down here, we look at the fish, they arrive, we go woo-ah fish.
",6.6399375
429,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M012.wav," Why not?
",1.4449375
430,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M013.wav," We missed them twice.
",2.4199375
431,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M014.wav," Okay we'll see them this year, this is a much better spot. Trust me.
",4.3474375
432,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M015.wav," Okay, I'm trying to work this backwards
",2.86775
433,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M016.wav," and figure out where we took a turn to the worst thing.
",3.10275
434,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M017.wav," Of course not.
",2.5449375
435,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M018.wav," Okay.  I'm trying to work this backwards here and I'm trying to figure out the exact moment that you took a turn for the worst here, now.
",8.1474375
436,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M019.wav," you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.
",8.4325
437,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M020.wav," Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""
",9.8325
438,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M021.wav," So I'm putting the animals out we're getting the car to the garage and--
",4.7124375
439,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M022.wav," Wait a minute, I've got it.
",3.466125
440,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M023.wav," It was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and I said ""no time to wasting"" or something like that.  That's what it is, right?
",13.865
441,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M025.wav," Oh right sure, of course.
",4.307375
442,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M027.wav," You want me to go get some champagne?
",2.81
443,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M028.wav," Do you want to take off our shoes?
",2.8941875
444,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M029.wav," What? Huh?
",4.4619375
445,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M030.wav," You want to get married again?
",4.502125
446,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M031.wav," What?  What?  You want to divorce?
",5.3624375
447,1,script,M,fru,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M032.wav," A vacation?
",1.74
448,1,script,M,ang,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M033.wav," A new carpet, a poodle, a suicide pact, ice cream, a back rub, what?  What?  What the hell do you want?
",6.7599375
449,1,script,M,fru,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M034.wav," Well, welcome to the human race.
",2.388125
450,1,script,M,ang,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M035.wav," You think nothing turns out how it's supposed to.  You think I had some grand idea going that four years down the line.  We would come to this beach and argue over fish?  No.
",14.2841875
451,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M037.wav," No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--
",14.855
452,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M038.wav," No.  You know what you get?  You know what you get?  You get this.
",7.143875
453,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M039.wav," Yeah, it is.
",1.385
454,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M040.wav," Right.
",1.6549375
455,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M041.wav," I know me neither.
",3.0069375
456,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M042.wav," I'm doing the best I can.
",3.3685625
457,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M043.wav," Maybe if you were with somebody else too?
",4.332625
458,1,script,M,sad,3,3,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M044.wav," No, I know but--I know I don't make you happy.
",6.7099375
459,1,script,M,sad,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M045.wav," Yeah?
",1.8801875
460,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M050.wav," It's not champagne.
",2.1624375
461,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M051.wav," Are you cold, huh?  Do you want to go home?
",4.693875
462,1,script,M,neu,3,2,Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M054.wav," Or not.
",2.69325
463,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F000.wav," That's the wind.
",2.478125
464,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F001.wav," About what?
",1.8725
465,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F006.wav," Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.
",6.2899375
466,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F007.wav," We just have different ideas of what this night is supposed to look like.
",5.7099375
467,1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F008.wav," For God- Grow up, Augie.  The fish are not going to arrive.
",5.9945
468,1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F009.wav," Because they never do.  Have they...Have they ever?
",4.2
469,1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F010.wav," Twice is every time we have tried; that's ever.
",3.6105
470,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F012.wav," I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.
",12.805
471,1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F013.wav," You don't understand anything I am saying.
",2.3899375
472,1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F015.wav," I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.
",10.4971875
473,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F016.wav," For God's sake, this is not about fish.
",3.17
474,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F017.wav," Do you remember the first year we came here?  It was like four years after we got married.
",6.9499375
475,1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F021.wav," dancing barefoot in the sand.
",2.66
476,1,script,F,sad,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F022.wav," I'd rather not remember some things.  I'd rather not hope for some things.
",6.3749375
477,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F023.wav," No.
",2.3244375
478,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F025.wav," No, no. Nothing.
",3.7825
479,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F026.wav," No.
",1.84175
480,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F027.wav," No.
",2.0335625
481,1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F029.wav," [BREATHING]
",1.4375
482,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F030.wav," This? What is this?  This is nothing.  This isn't even anything.
",5.6781875
483,1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F032.wav," I mean this is a lot of things, but it's just...
",6.584
484,1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F033.wav," Do you understand what I am saying?
",3.0990625
485,1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F034.wav," I know you are Augie, I know.
",4.4699375
486,1,script,F,sad,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F035.wav," I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.
",13.542625
487,1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F036.wav," I didn't say that.
",2.17
488,1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F040.wav," You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.
",9.9895
489,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F041.wav," So maybe we are in the wrong spot, but we are with the right person.
",5.6155
490,1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F046.wav," Augie, I'm sorry.
",2.524
491,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F047.wav," Or not.
",2.9458125
492,1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M000.wav," Look at this, all of the hairs are standing up on my arm.
",3.0974375
493,1,script,F,exc,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M001.wav," Well, so, what do you think?
",2.4399375
494,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M002.wav," About what I was saying.
",2.423125
495,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M004.wav," Not just me, look at all of these people.
",2.72
496,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M006.wav," Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?
",6.8899375
497,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M007.wav," Well then, what's bugging you?
",2.2899375
498,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M008.wav," There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.
",9.54
499,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M009.wav," Why not?
",1.6474375
500,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M010.wav," We've missed them twice.
",2.28
501,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M011.wav," They'll show up this time.
",3.3830625
502,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M013.wav," No. Of course not.
",2.2045
503,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M014.wav," It's just fish, it's nothing to get traumatized over.
",3.0824375
504,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M015.wav," Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.
",5.5249375
505,1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M016.wav," Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.
",15.635
506,1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M017.wav," Okay.  So I am putting out the pets, getting the car out of the garage.
",5.4925
507,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M019.wav," It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.
",10.555
508,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M020.wav," That's what it is?  Right?  You want this to be like the other time, right?
",5.7075625
509,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M021.wav," Sure.  All right.  Okay.
",5.08725
510,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M022.wav," Listen, do you want to dance?
",5.3623125
511,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M023.wav," Do you want me to go get some champagne?
",2.9599375
512,1,script,F,fru,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M031.wav," No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?
",14.7
513,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M032.wav," Do you know what you get?  You get this.
",2.642875
514,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M033.wav," Yes it is.
",3.0249375
515,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M035.wav," [BREATHING]
",3.5325
516,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M036.wav," I'm doing the best I can.
",2.5076875
517,1,script,F,sad,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M037.wav," Maybe if you were with someone else, too.
",2.892
518,1,script,F,sad,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M038.wav," I just- I know I don't make you happy.
",3.624375
519,1,script,F,neu,3,3,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M040.wav," You know, actually now that you mention it, no I don't.
",6.7799375
520,1,script,F,fru,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M041.wav," I don't know, it seemed like such a good spot to me.
",4.3351875
521,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M042.wav," We have a great view of the moon from here, though, huh?
",4.2586875
522,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M043.wav," [BREATHING]
",1.4023125
523,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M047.wav," Do you want to go home?  Are you cold?
",4.2345625
524,1,script,F,neu,3,2,Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M048.wav," Shh.  If we're very quiet, the fish might come.
",7.0
525,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_F003.wav," He's not going to marry her.
",3.0299375
526,1,script,F,ang,3,2,Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_F004.wav," It's got that about it.
",1.9499375
527,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_F005.wav," What is going on here, Joe?
",3.75
528,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_F006.wav," She is not his girl.  She knows she's not.
",4.3899375
529,1,script,F,ang,3,3,Session1/sentences/wav/Ses01F_script01_2/Ses01F_script01_2_F007.wav," Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.
",8.8899375
